pred_dir,name,key,category,model_id,cd_score,p2s_score,final_score,cd_pred,cd_noisy,p2s_pred,p2s_noisy
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/b210db4bca21536ed6daca3908cc94ab,shapenet,03642806,39.223731479677056,60.213014509471094,49.718372994574075,0.00014609800983704296,0.00024038660713134985,5.518197576748207e-05,0.00013869353279005736
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/b806daf849a5dba289c212008d2a390e,shapenet,03642806,51.6873024119472,70.79586473325901,61.241583572603105,0.0001420894259478856,0.0002941036891780242,5.508855974767357e-05,0.0001886327372631058
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/b95ca4fa91a57394e4b68d3b17c43658,shapenet,03642806,59.41467197403465,80.21619000930247,69.81543099166856,0.00013059220666858303,0.0003217719629739935,4.288149284548126e-05,0.00021675042808055878
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/bd879abd9b5c15d75d66db82418edc83,shapenet,03642806,40.05940604127974,71.90702423807642,55.98321513967808,9.087432069296528e-05,0.00015160730765455607,1.8389155229669996e-05,6.545819633174688e-05
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/c8309234b360aa2c747803756378b292,shapenet,03642806,50.667970948772535,73.50057223947954,62.08427159412604,0.00015095079036901656,0.000305989421623558,5.243415216682479e-05,0.00019786899792961776
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/cb1e3a990782678b4b6682da890df381,shapenet,03642806,37.56138349919975,55.964258262178404,46.76282088068908,0.00014142151362201108,0.0002264968725247116,5.658920417772606e-05,0.00012850743951275945
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/d7e7e6651a23afc68ba4e518219eb66a,shapenet,03642806,60.4261955734933,81.6552954313522,71.04074550242275,0.00011426214489218078,0.0002887317672587666,3.359565380378626e-05,0.0001831354311434552
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/e466c2c86a439c1faebff3b001eb4a27,shapenet,03642806,34.499167491266256,61.300553152555494,47.89986032191088,0.00011986889248542714,0.00018300361673944234,3.1689127354184166e-05,8.188522042473778e-05
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/e55ececde88255b93e73f3893a7337bb,shapenet,03642806,36.73929652704807,60.3703396743099,48.554818100678986,0.0001645196708097856,0.0002600661418191919,5.5873984820209444e-05,0.00014099031977821141
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/e6329b09d7920f006f729e50d852de2e,shapenet,03642806,48.857448692662054,67.77285176219775,58.315150227429896,0.00013968916680295735,0.00027313687571725565,5.6374945415882394e-05,0.00017492998449597508
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/e9bb4175bc73a2eeb60886b233d6cbd8,shapenet,03642806,57.0421721175541,77.34917848390911,67.19567530073161,0.000114809900772773,0.00026726188551001766,3.91439170925878e-05,0.00017281455802731216
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/ec3223edbdef2db93334fb6668ccd834,shapenet,03642806,65.83881877117086,81.46870986682913,73.653764319,0.00010510098499828748,0.00030766203397437306,4.077339326613583e-05,0.00022002457990311086
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/f28fe2f836cb0dfaa8f4918d18e28074,shapenet,03642806,44.049404916390735,65.1246224116773,54.58701366403402,0.00016659440293377798,0.0002977526917896568,6.078033402445726e-05,0.00017427864077035338
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/fae8d4929159d0df7d14ad32b7473fd2,shapenet,03642806,56.512726275954826,77.42038125258271,66.96655376426877,0.00015230277468115545,0.00035022378189907905,5.398170469561592e-05,0.00023907270224299282
results_official_low_ft19_alpha_a650,results_official_low_ft19_alpha_a650,shapenet/03642806/fd2f7a1c6eb7a0d4803dd502eefd8dc3,shapenet,03642806,40.351522874941935,61.942456619353656,51.1469897471478,0.0001427596752982901,0.00023933498754541947,4.797509973286651e-05,0.0001260593708138913
